,Start date,End date,Biomass [MWh] Calculated resolutions,Hydropower [MWh] Calculated resolutions,Wind offshore [MWh] Calculated resolutions,Wind onshore [MWh] Calculated resolutions,Photovoltaics [MWh] Calculated resolutions,Other renewable [MWh] Calculated resolutions,Nuclear [MWh] Calculated resolutions,Lignite [MWh] Calculated resolutions,Hard coal [MWh] Calculated resolutions,Fossil gas [MWh] Calculated resolutions,Hydro pumped storage [MWh] Calculated resolutions,Other conventional [MWh] Calculated resolutions,Year
944,2017-08-02,2017-08-03,104394.5,52166.0,24428.5,72738.0,165589.75,4156.25,215182.0,351663.75,161774.0,67260.75,25066.0,33560.5,2017
945,2017-08-03,2017-08-04,104333.5,51437.5,86327.0,297032.0,120165.75,4075.75,213204.75,339447.5,83061.25,40933.5,22882.25,29173.5,2017
946,2017-08-04,2017-08-05,105744.5,49950.25,86610.75,369571.75,145631.0,4088.5,212404.75,333480.25,47940.75,35563.75,27759.0,29483.5,2017
947,2017-08-05,2017-08-06,106100.5,50455.25,47317.75,192132.0,148608.5,4156.75,214195.0,361960.25,32546.25,29896.0,20397.75,28397.0,2017
948,2017-08-06,2017-08-07,105578.0,50180.0,47750.25,136460.75,164459.75,4146.25,208406.75,331121.25,38535.75,28749.5,18327.25,27592.25,2017
949,2017-08-07,2017-08-08,104980.25,47985.5,36568.5,73074.25,216117.5,4322.75,211509.75,384715.25,88404.75,50098.75,19442.75,30068.5,2017
950,2017-08-08,2017-08-09,104437.75,49064.5,37846.75,202846.75,143739.25,4298.0,210447.0,377844.75,114036.75,53667.0,21164.5,30804.75,2017
951,2017-08-09,2017-08-10,105305.75,51219.75,58887.5,163308.25,169033.75,4170.75,209843.75,382376.25,103997.75,45677.0,23760.0,30007.0,2017
952,2017-08-10,2017-08-11,105689.75,51500.0,14467.0,85265.75,71162.5,4467.5,207989.25,383706.5,154388.75,64713.0,27837.0,31328.25,2017
953,2017-08-11,2017-08-12,107179.75,49953.0,5859.25,101913.25,42196.75,4468.25,214535.75,354188.25,172550.75,70491.0,28095.25,30171.5,2017
954,2017-08-12,2017-08-13,107496.0,51617.0,40498.0,255193.5,80903.0,4269.75,213493.0,324164.5,34277.5,27933.75,14256.0,27755.0,2017
955,2017-08-13,2017-08-14,107381.75,53820.5,26612.5,97311.75,141156.25,4178.75,227101.5,316811.5,40127.0,22667.75,17843.75,28009.25,2017
956,2017-08-14,2017-08-15,106466.75,53191.25,30090.5,81414.0,201026.25,4324.25,234355.0,352158.5,88663.75,38112.5,28539.5,28810.75,2017
957,2017-08-15,2017-08-16,105489.75,52059.25,24486.0,172571.5,172203.0,4195.0,232686.0,362692.0,89366.0,30227.75,25431.5,27893.25,2017
958,2017-08-16,2017-08-17,105887.0,52317.0,15819.25,53759.5,150676.75,4313.5,240682.25,391464.25,155462.5,45678.25,23864.5,28298.5,2017
959,2017-08-17,2017-08-18,106148.75,53434.5,59611.75,145973.5,143190.75,4199.75,240980.75,385517.25,148337.75,48707.5,25072.75,27924.75,2017
960,2017-08-18,2017-08-19,106475.0,52509.0,42527.0,143223.5,125638.0,4329.75,241583.5,391170.0,138281.5,49887.25,24823.5,27792.25,2017
961,2017-08-19,2017-08-20,107299.75,52595.0,76217.0,284524.75,140370.0,4256.5,238954.75,298457.75,28818.75,24312.25,22845.25,26586.75,2017
962,2017-08-20,2017-08-21,108049.25,50654.5,86701.5,233063.5,156867.25,4094.5,225182.75,251451.25,26424.0,22047.5,15181.25,25897.5,2017
963,2017-08-21,2017-08-22,107234.0,48662.75,50729.75,177205.0,158356.0,4382.0,243518.5,377513.0,133708.25,30503.5,19402.5,27497.25,2017
964,2017-08-22,2017-08-23,107187.5,48858.5,13856.0,77714.25,173373.25,4299.5,244206.25,379682.25,182491.5,31961.75,26891.75,28288.75,2017
965,2017-08-23,2017-08-24,107636.75,48287.25,16862.25,51358.0,199193.25,4284.75,243829.0,390215.75,191130.0,30576.75,22255.0,28433.0,2017
966,2017-08-24,2017-08-25,107384.5,46982.0,55469.25,141664.5,146339.0,4254.75,242728.25,371231.25,200506.0,35664.0,28772.75,28003.75,2017
967,2017-08-25,2017-08-26,107381.25,49834.25,22042.0,69772.5,171903.75,4245.25,242498.0,371422.25,214744.5,35343.5,26554.25,28932.0,2017
968,2017-08-26,2017-08-27,106583.5,47700.25,3658.5,41823.5,152021.25,4226.75,241396.0,367900.5,177415.25,26147.25,17165.75,27959.25,2017
969,2017-08-27,2017-08-28,106243.0,46181.25,20801.25,113025.0,147843.0,4116.25,240619.0,384536.5,76777.75,23297.5,16551.25,25989.25,2017
970,2017-08-28,2017-08-29,105177.0,45184.0,2590.5,32813.75,178631.75,4264.5,242370.25,382828.0,217364.75,42124.25,31593.75,29191.0,2017
971,2017-08-29,2017-08-30,104594.0,45833.25,16749.5,83221.75,193583.75,4268.0,241657.75,383837.75,230012.0,40008.25,28105.25,30283.0,2017
972,2017-08-30,2017-08-31,103992.5,44597.75,28907.5,150543.25,152123.5,4346.25,239174.75,393546.75,228253.75,42687.0,26212.5,30677.5,2017
973,2017-08-31,2017-09-01,104214.0,44338.75,35509.25,192116.75,70795.25,4340.5,241603.0,376527.0,250035.25,54010.5,17735.25,30919.75,2017
974,2017-09-01,2017-09-02,105746.25,49443.5,5329.25,32467.25,83406.75,4354.5,226576.25,388368.0,255565.5,56423.25,18636.0,33236.25,2017
975,2017-09-02,2017-09-03,106216.0,51645.75,3949.25,32335.75,106187.0,4331.5,211544.25,362966.0,176776.0,26801.25,15407.5,30901.0,2017
976,2017-09-03,2017-09-04,106660.5,46035.5,1641.75,22354.75,140194.0,4330.75,212586.75,369765.25,114284.0,27878.75,11385.25,30258.75,2017
977,2017-09-04,2017-09-05,105283.75,49835.75,10079.75,66711.0,168123.0,4427.25,212671.25,358314.75,235016.75,50430.25,28847.25,32622.0,2017
978,2017-09-05,2017-09-06,104514.75,52740.5,33714.75,70275.0,135541.5,4514.0,212682.75,356315.25,265391.5,50350.75,22081.0,32450.75,2017
979,2017-09-06,2017-09-07,104358.0,53752.5,56340.75,327469.75,92002.25,4409.0,209857.5,336700.0,145033.75,30876.25,25109.5,32640.5,2017
980,2017-09-07,2017-09-08,105105.5,53336.25,51287.25,296746.75,100495.75,4431.25,210712.75,328000.0,160446.5,46593.25,27802.5,33715.25,2017
981,2017-09-08,2017-09-09,105670.75,52753.0,66465.5,443945.75,82393.5,4514.0,210276.25,331020.75,80670.5,29926.0,26895.0,32746.75,2017
982,2017-09-09,2017-09-10,106196.75,51926.25,13591.5,287917.25,63259.5,4468.75,211185.75,324914.5,70402.25,27385.75,28214.0,31223.0,2017
983,2017-09-10,2017-09-11,105579.5,50935.5,71390.0,204011.5,113329.5,4510.0,193485.0,296869.0,41791.75,24661.5,17377.5,31224.0,2017
984,2017-09-11,2017-09-12,105245.25,50161.0,90404.25,489873.5,102464.0,4427.25,195576.25,285492.0,83047.0,31829.25,28013.75,32222.0,2017
985,2017-09-12,2017-09-13,105415.5,50528.75,64986.25,405090.75,103032.5,4514.25,212053.5,313729.75,86008.5,33474.5,34875.75,33442.0,2017
986,2017-09-13,2017-09-14,104891.75,49713.75,67505.75,685568.5,76820.0,4405.75,203001.75,226652.75,66402.25,32769.0,28427.75,32974.25,2017
987,2017-09-14,2017-09-15,85516.5,51515.75,72877.5,572510.75,64482.0,4574.75,211701.25,292473.25,71756.5,34578.0,28927.0,33907.0,2017
988,2017-09-15,2017-09-16,86691.75,52215.5,56622.0,294158.5,120941.5,4479.0,213104.0,357128.25,158846.5,35019.25,28756.0,34452.0,2017
989,2017-09-16,2017-09-17,86401.0,52905.25,3866.25,78467.75,99446.75,3928.5,216490.75,379103.5,195589.5,30265.5,18298.5,31926.5,2017
990,2017-09-17,2017-09-18,85633.0,52557.25,2982.5,19782.75,119925.75,3932.5,213678.75,379655.25,174691.0,31523.25,14907.75,31450.25,2017
991,2017-09-18,2017-09-19,85271.75,51038.5,3833.25,50321.25,106991.5,3888.75,217729.25,370490.75,293230.25,89137.25,27290.0,34754.5,2017
992,2017-09-19,2017-09-20,85478.5,50906.75,19847.75,55957.25,93990.0,3930.75,217154.25,380582.75,294040.5,89302.25,26151.0,35377.0,2017
993,2017-09-20,2017-09-21,86396.25,51102.5,39334.75,105437.75,85205.75,3927.25,215876.5,381523.75,287093.5,78489.75,27044.0,34838.5,2017
994,2017-09-21,2017-09-22,86381.0,51011.0,17451.25,33325.75,123772.25,4095.75,215237.25,390468.0,283498.5,73555.75,22024.5,33528.0,2017
995,2017-09-22,2017-09-23,85870.0,50029.0,5385.5,11681.25,113891.25,4098.25,216512.25,388523.75,298141.5,74545.5,27318.5,33529.25,2017
996,2017-09-23,2017-09-24,105763.5,48576.75,2452.75,22323.0,117185.0,3896.75,210742.0,368925.0,235036.5,57439.25,19802.0,31751.25,2017
997,2017-09-24,2017-09-25,105253.0,47668.5,9314.75,39155.5,88861.0,3904.0,201514.0,352858.0,205684.5,40625.5,17374.25,31213.5,2017
998,2017-09-25,2017-09-26,105239.0,46621.25,34188.25,69363.0,91454.5,3908.75,199450.75,358030.25,301823.75,94112.75,36200.0,33978.5,2017
999,2017-09-26,2017-09-27,105881.5,47091.5,38256.5,97904.75,102236.25,4136.5,200396.0,357687.0,289964.75,101753.75,31512.75,35345.75,2017
1000,2017-09-27,2017-09-28,106420.5,46901.5,46115.5,97184.25,108036.75,4284.25,201473.25,353863.25,293744.0,99147.75,30652.0,35062.75,2017
1001,2017-09-28,2017-09-29,106398.5,45292.25,41423.0,94593.75,84594.75,4058.0,230377.0,350983.75,257995.25,101879.5,26177.25,35057.0,2017
1002,2017-09-29,2017-09-30,107051.0,43511.5,49018.75,118857.5,99957.25,4510.0,244268.75,364780.5,246913.75,89829.75,24441.75,35202.5,2017
1003,2017-09-30,2017-10-01,107012.0,40830.75,29897.5,176491.25,91065.75,4424.5,240216.0,375300.25,127406.25,47632.0,20210.5,32270.25,2017
1004,2017-10-01,2017-10-02,105455.75,42390.5,59419.75,138674.75,87195.25,4491.25,243555.5,351541.5,46730.0,37313.0,23948.0,31946.0,2017
1005,2017-10-02,2017-10-03,105496.25,44386.25,105107.0,467738.75,55170.25,4494.75,232907.75,284382.75,33942.0,39492.75,29026.25,32379.0,2017
1006,2017-10-03,2017-10-04,105671.75,46353.75,102976.25,361435.25,79475.25,4470.5,234684.25,286359.25,40392.25,38144.25,26731.5,24447.5,2017
1007,2017-10-04,2017-10-05,105317.25,49434.25,96178.25,522865.25,74265.75,4463.5,242350.25,298725.5,65156.5,60350.25,29846.75,31243.75,2017
1008,2017-10-05,2017-10-06,103791.0,47709.75,96083.0,650043.5,70284.75,4439.75,237499.5,278413.5,36648.25,46646.5,29534.75,31318.0,2017
1009,2017-10-06,2017-10-07,104509.75,48879.0,105247.5,500959.75,68365.0,4637.5,241076.5,310320.0,67436.25,53802.5,32426.75,32628.75,2017
1010,2017-10-07,2017-10-08,106186.0,49012.0,105558.5,533859.0,52326.25,4540.5,229079.25,239294.25,34257.0,34712.0,15484.75,31740.5,2017
1011,2017-10-08,2017-10-09,106228.25,48829.5,59499.5,285865.0,61002.25,4473.5,236617.75,303999.25,80358.75,34698.25,22528.75,31821.25,2017
1012,2017-10-09,2017-10-10,105683.0,47776.5,16588.5,146300.5,68709.5,5048.75,247186.25,359549.75,281255.5,96073.0,36341.25,34023.0,2017
1013,2017-10-10,2017-10-11,106014.5,47162.0,49635.75,263433.5,36635.5,5024.0,246409.75,365703.0,258270.25,64410.25,30507.75,33996.25,2017
1014,2017-10-11,2017-10-12,106045.0,44825.75,85668.0,432010.25,63035.75,4704.0,240462.5,341424.75,151539.0,46068.0,30506.0,31287.0,2017
1015,2017-10-12,2017-10-13,105692.75,42719.5,72734.75,566240.5,78488.5,4609.5,239532.75,279134.0,101082.75,50963.25,26718.25,31541.0,2017
1016,2017-10-13,2017-10-14,107006.5,42140.75,80778.25,227896.25,91525.0,4636.5,243236.5,352949.75,220736.75,64668.25,38187.5,34658.75,2017
1017,2017-10-14,2017-10-15,106504.0,41222.75,95119.75,213995.5,110629.75,4599.25,240867.25,361072.75,108017.75,36702.75,24962.0,32185.75,2017
1018,2017-10-15,2017-10-16,106148.25,38541.25,62025.75,146961.25,123717.75,4524.75,240317.0,360161.75,85378.5,33526.25,17636.25,32056.25,2017
1019,2017-10-16,2017-10-17,105192.75,36966.0,36691.5,216836.75,118553.5,4362.0,244235.0,370131.5,257019.75,75516.25,29982.0,33870.75,2017
1020,2017-10-17,2017-10-18,104803.0,37564.25,78022.5,199977.25,106554.75,4240.5,240432.0,372077.25,264511.5,91689.75,28558.75,34236.75,2017
1021,2017-10-18,2017-10-19,105524.25,38857.5,20118.5,51345.0,98499.5,4453.0,244252.5,385576.25,306091.75,118186.0,40274.5,35687.5,2017
1022,2017-10-19,2017-10-20,105382.75,38749.0,40446.75,102624.25,95179.5,4510.5,244500.0,384399.75,282568.5,111834.0,25383.5,35953.75,2017
1023,2017-10-20,2017-10-21,106144.0,35996.25,69830.0,288268.75,62918.5,4473.25,241259.0,378161.25,185099.5,77651.0,22454.5,34970.5,2017
1024,2017-10-21,2017-10-22,106975.0,34614.0,64638.5,212062.25,44625.5,4536.5,238317.5,394100.5,122632.25,38114.75,23874.25,33866.0,2017
1025,2017-10-22,2017-10-23,106816.0,35141.0,74899.0,365208.75,46077.25,4593.25,241229.0,342281.75,44060.75,34877.25,18096.5,32349.25,2017
1026,2017-10-23,2017-10-24,107074.5,36558.25,35170.25,240929.75,30341.0,4928.5,243607.25,401362.5,254494.75,96270.5,32147.25,36093.5,2017
1027,2017-10-24,2017-10-25,107074.25,39020.5,63882.75,201902.25,41478.75,4908.0,240812.75,404031.75,255090.0,83806.75,20714.5,31002.25,2017
1028,2017-10-25,2017-10-26,105834.25,37358.5,73770.25,392518.75,52359.75,4735.25,242854.25,386428.75,150031.75,63150.25,23968.5,26310.0,2017
1029,2017-10-26,2017-10-27,105965.75,37047.75,90391.75,228562.25,54839.5,4729.75,242238.75,389834.25,210523.75,97346.25,32009.5,27125.5,2017
1030,2017-10-27,2017-10-28,106626.75,38879.75,79148.75,445186.75,52373.0,4866.75,239801.75,359340.25,92141.25,61217.75,30111.25,30154.25,2017
1031,2017-10-28,2017-10-29,107090.75,40101.0,80341.75,704244.0,26801.25,4390.75,194305.25,177011.75,36931.0,42692.75,16559.0,29179.25,2017
1032,2017-10-29,2017-10-30,109232.0,41170.5,71086.5,677514.0,52241.0,4379.0,182441.75,166524.25,28070.5,35289.0,16251.0,25661.5,2017
1033,2017-10-30,2017-10-31,106452.5,42917.0,86710.25,335628.5,69880.25,5125.0,240875.25,306271.0,66870.75,51773.0,28126.25,32179.5,2017
1034,2017-10-31,2017-11-01,108797.5,40924.25,52702.25,201861.25,56767.0,5443.25,244755.25,337570.25,96002.25,67677.25,22615.5,37361.5,2017
1035,2017-11-01,2017-11-02,111054.75,39630.25,87900.25,327571.75,37046.5,5309.25,242224.75,303369.5,92693.5,69962.0,21323.5,38152.5,2017
1036,2017-11-02,2017-11-03,110679.5,38466.0,51151.25,302659.25,51505.0,5191.75,243355.75,348813.75,197499.25,72885.0,20660.0,37275.0,2017
1037,2017-11-03,2017-11-04,111283.5,40451.0,32918.0,79295.25,50759.75,5209.75,244579.25,368945.5,319430.5,119382.25,33510.25,38748.5,2017
1038,2017-11-04,2017-11-05,111615.75,37674.5,68091.0,235808.0,57358.25,5111.75,242758.25,375793.25,135728.0,48200.75,11171.75,36033.5,2017
1039,2017-11-05,2017-11-06,110789.25,36013.25,44222.5,226097.75,25259.25,5064.5,238604.5,401650.75,115791.5,47751.25,12499.25,35622.25,2017
1040,2017-11-06,2017-11-07,110955.0,44190.75,25428.5,80122.5,40298.75,5290.5,216288.75,423152.75,277592.0,125903.75,37212.25,38917.75,2017
1041,2017-11-07,2017-11-08,111200.0,46196.5,41011.5,108441.25,27300.25,5384.0,216531.75,412197.25,321149.75,130560.5,30738.0,39810.0,2017
1042,2017-11-08,2017-11-09,110698.0,45337.75,7484.0,61416.75,18330.75,5381.25,216531.5,398343.25,318214.75,143285.0,37484.0,41174.75,2017
1043,2017-11-09,2017-11-10,111371.0,43497.5,55985.5,141817.5,15288.25,5324.5,211634.25,394169.25,310681.0,127656.0,27752.75,39832.0,2017
1044,2017-11-10,2017-11-11,111852.75,41994.0,82305.0,537332.0,12772.5,5293.25,210451.75,348539.5,105094.75,77896.5,23978.0,35567.0,2017
1045,2017-11-11,2017-11-12,111553.5,42436.25,96974.5,451819.25,18164.0,5295.5,198919.0,336782.0,70679.75,57908.75,19096.75,34496.5,2017
1046,2017-11-12,2017-11-13,112437.25,49124.25,65550.5,178645.5,15730.75,5333.75,209876.25,398960.75,111142.5,49972.0,21943.25,35423.75,2017
1047,2017-11-13,2017-11-14,112729.0,49269.5,61802.75,151640.75,36999.25,5341.0,215788.0,409717.75,265878.25,92726.0,23459.0,37954.25,2017
1048,2017-11-14,2017-11-15,114494.75,48401.5,46214.0,245608.5,38772.0,5358.5,213212.5,407089.25,268458.0,92637.5,17665.5,37250.5,2017
1049,2017-11-15,2017-11-16,114658.0,50467.25,14564.5,88004.5,25803.0,5349.5,215995.25,382465.0,319629.0,129799.0,50377.0,38342.75,2017
1050,2017-11-16,2017-11-17,114819.25,49856.25,60639.5,110955.75,18145.0,5358.0,215282.5,377056.0,325126.75,127484.5,36119.25,40506.5,2017
1051,2017-11-17,2017-11-18,116247.0,47021.75,67140.0,134462.25,32918.75,5421.5,230541.0,395508.75,290017.5,95359.5,27033.75,37917.0,2017
1052,2017-11-18,2017-11-19,116378.75,43885.75,72806.5,523816.5,18878.5,5479.0,242097.5,307985.0,67405.75,60761.0,21011.5,34552.5,2017
1053,2017-11-19,2017-11-20,116012.0,41306.5,86459.5,637086.0,28649.75,5019.75,217921.75,214021.25,58661.5,44896.5,9029.5,32016.75,2017
1054,2017-11-20,2017-11-21,115153.5,41868.25,38331.0,356614.25,14912.0,5544.25,238569.5,348486.25,267417.25,94231.25,31887.0,36789.5,2017
1055,2017-11-21,2017-11-22,115463.0,44436.0,20643.25,287914.25,11239.75,5441.75,244333.75,374460.75,310366.5,121689.5,37223.5,37932.5,2017
1056,2017-11-22,2017-11-23,113459.75,43588.0,68444.0,513176.75,46148.0,5290.75,237590.75,354861.5,131376.75,72916.0,32741.25,34649.0,2017
1057,2017-11-23,2017-11-24,114521.5,42193.0,78523.0,654766.75,42046.0,5037.75,239626.5,352889.75,100029.5,53356.0,20371.0,33820.25,2017
1058,2017-11-24,2017-11-25,115785.0,40781.5,50805.0,280103.5,30441.25,5068.5,243357.0,405635.0,237429.5,75360.5,32627.5,35900.25,2017
1059,2017-11-25,2017-11-26,115130.5,41582.5,46089.25,178001.5,13553.75,5469.0,243449.25,416923.5,229459.25,54934.5,18783.5,35096.75,2017
1060,2017-11-26,2017-11-27,115370.0,42183.5,93399.0,503340.5,22587.75,5557.25,243507.5,336609.25,63815.25,44958.75,17495.5,34849.25,2017
1061,2017-11-27,2017-11-28,114927.75,40735.5,92405.0,644080.0,21983.0,5395.25,239504.0,344504.0,88669.25,65642.75,26772.75,35917.0,2017
1062,2017-11-28,2017-11-29,114773.5,42046.75,60493.25,475270.75,19658.5,5377.0,240681.75,367778.5,225638.75,89105.75,23667.75,37341.0,2017
1063,2017-11-29,2017-11-30,115098.5,42975.0,11962.5,95153.25,24153.5,5518.25,245864.25,421847.5,308021.25,153152.0,40595.5,38864.0,2017
1064,2017-11-30,2017-12-01,114888.0,45419.25,13227.0,52072.5,14313.75,5625.0,246437.5,432311.5,335186.5,160694.5,34318.25,39236.75,2017
1065,2017-12-01,2017-12-02,114965.25,45455.25,25302.5,29000.75,19265.5,5708.5,246394.75,425928.5,340772.25,144849.0,27524.25,38369.75,2017
1066,2017-12-02,2017-12-03,116833.5,42299.0,49683.0,68567.5,16459.5,5708.25,245915.5,408125.75,281575.25,68824.25,17192.5,37132.5,2017
1067,2017-12-03,2017-12-04,116506.75,38659.25,90597.0,286044.0,12410.75,5673.5,243777.25,408979.25,122839.25,56818.75,14795.0,34659.0,2017
1068,2017-12-04,2017-12-05,115195.25,37178.0,90270.25,387335.25,10746.75,5668.25,244556.25,404904.75,218506.0,72435.5,14651.0,36451.5,2017
1069,2017-12-05,2017-12-06,115119.75,37829.0,86261.5,517540.25,10951.25,5618.0,236136.5,377437.5,165783.5,80338.25,18284.75,32231.0,2017
1070,2017-12-06,2017-12-07,113835.75,37358.25,74294.5,558172.5,8008.25,5610.75,237215.25,327558.75,189535.25,85083.5,22575.75,31029.5,2017
1071,2017-12-07,2017-12-08,115026.5,37788.0,75366.0,653146.0,42996.0,5530.5,233341.5,341691.0,137199.0,82244.75,13951.5,33963.75,2017
1072,2017-12-08,2017-12-09,116337.25,39210.25,92877.25,565302.0,20502.5,5492.75,236863.25,358985.25,122390.0,84362.0,18070.5,33622.75,2017
1073,2017-12-09,2017-12-10,116726.25,38513.75,99864.25,609999.25,12342.75,5664.0,231743.0,308236.25,56358.0,60816.5,17321.5,33363.75,2017
1074,2017-12-10,2017-12-11,116575.0,37284.5,69428.25,552879.25,9921.25,5510.0,237427.0,332134.25,46201.75,55677.75,17974.5,34393.25,2017
1075,2017-12-11,2017-12-12,115649.75,40104.25,56602.5,360679.25,5666.5,5650.0,243291.0,402254.75,248285.75,91865.25,21448.5,36948.25,2017
1076,2017-12-12,2017-12-13,114584.75,47069.0,71876.75,520671.75,13248.0,5524.5,238465.75,366604.5,173923.75,77218.5,15808.75,36677.75,2017
1077,2017-12-13,2017-12-14,114856.5,46130.75,72517.75,630442.25,36879.25,5529.75,237970.25,333439.0,118433.75,67158.0,14661.0,36025.5,2017
1078,2017-12-14,2017-12-15,115339.0,44763.0,76560.25,611776.0,21028.25,5429.5,239163.75,320736.5,145671.25,74346.5,20040.75,36756.0,2017
1079,2017-12-15,2017-12-16,116302.5,46544.0,26462.75,160213.25,21653.0,5556.0,245162.5,390559.75,266884.5,111504.75,33496.25,38223.5,2017
1080,2017-12-16,2017-12-17,116605.5,44048.0,63008.5,206369.5,15902.5,5558.5,244008.25,386057.25,193799.5,66551.75,14649.5,35935.0,2017
1081,2017-12-17,2017-12-18,116567.0,41563.5,44780.0,206139.75,12620.0,5577.0,243525.25,385153.5,160938.0,64224.75,18445.5,35894.25,2017
1082,2017-12-18,2017-12-19,115722.25,44265.0,33518.5,111936.5,15896.75,5583.0,244782.0,388357.75,287953.75,131554.25,33355.0,38076.0,2017
1083,2017-12-19,2017-12-20,115440.75,46338.0,14555.75,85880.5,8795.75,5582.25,245003.75,393439.25,320754.5,146364.0,28291.75,39317.25,2017
1084,2017-12-20,2017-12-21,115664.75,45550.0,20747.25,63781.0,8798.25,5597.25,244269.0,400840.25,331001.25,143098.5,24164.5,38242.5,2017
1085,2017-12-21,2017-12-22,115613.75,43335.75,27291.0,233068.75,7311.25,5506.0,243673.75,394478.25,277756.75,104297.0,17460.5,36969.0,2017
1086,2017-12-22,2017-12-23,116379.75,43606.0,36408.0,191325.25,10065.75,5313.5,243182.0,383781.5,227609.0,72936.5,21434.5,35400.5,2017
1087,2017-12-23,2017-12-24,115414.75,45909.25,79716.5,643333.75,8447.75,4795.0,228960.5,184067.5,55956.75,35498.0,10751.75,31311.75,2017
1088,2017-12-24,2017-12-25,115176.75,39668.75,81371.0,722831.5,9948.75,4162.25,153512.75,114504.75,35816.25,23164.75,16186.0,28342.0,2017
1089,2017-12-25,2017-12-26,115302.5,38712.0,92113.25,497185.5,15763.5,4540.0,213454.5,179720.5,37817.75,26935.25,21674.75,29893.5,2017
1090,2017-12-26,2017-12-27,114557.75,38825.75,88155.25,623768.0,30922.5,4447.75,217358.0,183486.5,40885.0,28306.25,11319.25,29786.0,2017
1091,2017-12-27,2017-12-28,114860.25,38492.5,53698.75,346923.75,16531.25,5419.75,239218.0,287897.0,79438.0,41941.25,19173.75,33629.25,2017
1092,2017-12-28,2017-12-29,115354.0,39320.0,82777.5,410790.5,14350.75,5684.0,234819.5,296355.5,59548.0,58548.5,16379.0,33970.75,2017
1093,2017-12-29,2017-12-30,115922.25,38862.75,90671.75,494512.25,30537.25,5419.5,225829.25,281006.75,50012.25,51867.5,23090.5,34186.25,2017
