Start date;End date;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
Oct 31, 2016;Nov 1, 2016;1,315,915.50;1,200,918.00;22,931.00
Nov 1, 2016;Nov 2, 2016;1,288,546.75;995,194.75;27,538.25
Nov 2, 2016;Nov 3, 2016;1,508,419.00;1,034,827.75;36,225.25
Nov 3, 2016;Nov 4, 2016;1,520,645.00;1,344,855.00;30,710.25
Nov 4, 2016;Nov 5, 2016;1,512,504.25;1,209,019.00;35,279.50
Nov 5, 2016;Nov 6, 2016;1,307,853.50;1,109,184.00;30,553.75
Nov 6, 2016;Nov 7, 2016;1,206,282.25;983,028.25;46,174.75
Nov 7, 2016;Nov 8, 2016;1,518,218.75;1,328,972.25;28,030.25
Nov 8, 2016;Nov 9, 2016;1,566,023.75;1,429,755.00;36,952.50
Nov 9, 2016;Nov 10, 2016;1,576,230.75;1,414,036.25;36,275.50
Nov 10, 2016;Nov 11, 2016;1,573,750.25;1,425,178.50;37,604.75
Nov 11, 2016;Nov 12, 2016;1,560,388.75;1,427,297.00;28,428.50
Nov 12, 2016;Nov 13, 2016;1,354,084.50;1,209,580.75;23,656.25
Nov 13, 2016;Nov 14, 2016;1,255,347.25;1,050,599.75;47,902.00
Nov 14, 2016;Nov 15, 2016;1,576,275.00;1,248,332.75;28,256.75
Nov 15, 2016;Nov 16, 2016;1,615,614.25;1,216,566.00;27,125.75
Nov 16, 2016;Nov 17, 2016;1,580,987.00;1,191,279.50;30,122.25
Nov 17, 2016;Nov 18, 2016;1,577,907.25;1,037,814.25;36,240.75
Nov 18, 2016;Nov 19, 2016;1,549,997.75;891,452.25;34,480.25
Nov 19, 2016;Nov 20, 2016;1,338,721.75;916,244.25;32,484.25
Nov 20, 2016;Nov 21, 2016;1,235,993.50;547,962.50;57,418.75
Nov 21, 2016;Nov 22, 2016;1,539,927.00;1,113,753.00;23,493.75
Nov 22, 2016;Nov 23, 2016;1,548,662.00;1,269,421.25;39,402.00
Nov 23, 2016;Nov 24, 2016;1,545,209.75;1,428,824.75;30,965.75
Nov 24, 2016;Nov 25, 2016;1,565,551.50;1,305,633.75;38,968.75
Nov 25, 2016;Nov 26, 2016;1,544,863.75;1,374,930.75;28,602.25
Nov 26, 2016;Nov 27, 2016;1,339,438.75;1,186,315.50;25,484.50
Nov 27, 2016;Nov 28, 2016;1,233,376.50;927,495.00;46,313.75
Nov 28, 2016;Nov 29, 2016;1,565,451.00;1,292,638.75;28,513.00
Nov 29, 2016;Nov 30, 2016;1,629,888.75;1,347,359.75;29,192.25
Nov 30, 2016;Dec 1, 2016;1,641,499.75;1,112,495.50;36,316.50
Dec 1, 2016;Dec 2, 2016;1,628,088.25;952,671.75;39,077.50
Dec 2, 2016;Dec 3, 2016;1,578,841.75;1,219,332.25;31,790.00
Dec 3, 2016;Dec 4, 2016;1,354,400.75;1,228,631.50;32,579.25
Dec 4, 2016;Dec 5, 2016;1,282,686.75;1,143,150.75;31,661.50
Dec 5, 2016;Dec 6, 2016;1,598,669.75;1,474,474.75;35,146.25
Dec 6, 2016;Dec 7, 2016;1,648,448.50;1,538,611.75;36,658.75
Dec 7, 2016;Dec 8, 2016;1,673,365.50;1,340,709.00;31,874.25
Dec 8, 2016;Dec 9, 2016;1,627,262.50;1,105,172.00;33,126.50
Dec 9, 2016;Dec 10, 2016;1,573,114.75;1,127,459.25;27,785.25
Dec 10, 2016;Dec 11, 2016;1,332,806.00;893,050.00;34,991.50
Dec 11, 2016;Dec 12, 2016;1,254,417.00;718,930.25;50,341.00
Dec 12, 2016;Dec 13, 2016;1,562,111.75;1,369,744.75;24,951.00
Dec 13, 2016;Dec 14, 2016;1,598,476.00;1,472,716.75;38,535.75
Dec 14, 2016;Dec 15, 2016;1,583,530.25;1,505,451.75;36,001.50
Dec 15, 2016;Dec 16, 2016;1,594,408.25;1,397,850.75;35,281.00
Dec 16, 2016;Dec 17, 2016;1,562,717.25;1,396,768.75;34,147.75
Dec 17, 2016;Dec 18, 2016;1,362,884.00;1,259,158.50;25,957.25
Dec 18, 2016;Dec 19, 2016;1,262,507.00;1,123,748.00;33,628.00
Dec 19, 2016;Dec 20, 2016;1,533,962.75;1,448,950.00;30,043.00
Dec 20, 2016;Dec 21, 2016;1,562,480.50;1,380,899.50;36,357.50
Dec 21, 2016;Dec 22, 2016;1,567,720.50;1,241,145.50;33,746.75
Dec 22, 2016;Dec 23, 2016;1,517,440.50;1,242,483.50;35,290.00
Dec 23, 2016;Dec 24, 2016;1,408,382.00;1,013,271.75;30,939.25
Dec 24, 2016;Dec 25, 2016;1,205,798.00;522,488.50;36,693.50
Dec 25, 2016;Dec 26, 2016;1,113,553.25;389,878.50;49,338.75
Dec 26, 2016;Dec 27, 2016;1,122,408.25;392,563.00;41,758.25
Dec 27, 2016;Dec 28, 2016;1,288,163.50;612,395.25;38,193.75
Dec 28, 2016;Dec 29, 2016;1,283,015.25;1,032,916.00;35,410.00
Dec 29, 2016;Dec 30, 2016;1,276,759.50;1,072,491.00;31,325.00
Dec 30, 2016;Dec 31, 2016;1,277,306.00;994,965.00;28,070.75
Dec 31, 2016;Jan 1, 2017;1,201,752.25;857,400.00;23,746.50
Jan 1, 2017;Jan 2, 2017;1,135,124.50;793,667.00;27,446.25
Jan 2, 2017;Jan 3, 2017;1,435,520.50;1,136,613.25;23,749.75
Jan 3, 2017;Jan 4, 2017;1,536,784.75;892,353.75;19,494.50
Jan 4, 2017;Jan 5, 2017;1,569,338.50;866,080.25;21,427.25
Jan 5, 2017;Jan 6, 2017;1,543,378.00;1,245,941.75;21,886.25
Jan 6, 2017;Jan 7, 2017;1,494,316.75;1,352,652.75;17,438.50
Jan 7, 2017;Jan 8, 2017;1,407,603.25;1,145,156.00;23,295.50
Jan 8, 2017;Jan 9, 2017;1,285,285.75;1,236,057.75;23,046.50
Jan 9, 2017;Jan 10, 2017;1,590,808.00;1,409,870.75;27,002.50
Jan 10, 2017;Jan 11, 2017;1,638,876.25;1,340,670.75;23,970.75
Jan 11, 2017;Jan 12, 2017;1,648,811.00;1,032,988.50;25,142.00
Jan 12, 2017;Jan 13, 2017;1,621,140.50;1,012,473.50;24,824.00
Jan 13, 2017;Jan 14, 2017;1,613,152.00;1,091,341.75;29,670.75
Jan 14, 2017;Jan 15, 2017;1,396,103.25;892,347.25;27,015.75
Jan 15, 2017;Jan 16, 2017;1,291,623.50;1,033,710.75;27,463.25
Jan 16, 2017;Jan 17, 2017;1,599,776.00;1,513,542.75;17,100.50
Jan 17, 2017;Jan 18, 2017;1,648,519.75;1,550,365.25;29,601.50
Jan 18, 2017;Jan 19, 2017;1,657,286.00;1,484,071.50;26,992.25
Jan 19, 2017;Jan 20, 2017;1,662,051.50;1,492,146.00;30,535.75
Jan 20, 2017;Jan 21, 2017;1,625,953.25;1,473,905.00;29,555.50
Jan 21, 2017;Jan 22, 2017;1,401,151.50;1,276,675.25;22,105.50
Jan 22, 2017;Jan 23, 2017;1,305,092.00;1,205,458.00;20,494.25
Jan 23, 2017;Jan 24, 2017;1,637,208.50;1,566,878.00;22,386.50
Jan 24, 2017;Jan 25, 2017;1,668,254.75;1,627,713.75;30,466.25
Jan 25, 2017;Jan 26, 2017;1,667,021.25;1,581,604.00;29,879.00
Jan 26, 2017;Jan 27, 2017;1,654,513.25;1,367,966.75;32,926.00
Jan 27, 2017;Jan 28, 2017;1,634,617.25;1,307,168.00;25,036.75
Jan 28, 2017;Jan 29, 2017;1,406,187.50;1,137,813.00;21,065.00
Jan 29, 2017;Jan 30, 2017;1,303,333.25;943,931.75;31,049.50
Jan 30, 2017;Jan 31, 2017;1,606,158.00;1,253,041.25;21,194.75
Jan 31, 2017;Feb 1, 2017;1,616,210.00;1,470,733.25;25,267.00
Feb 1, 2017;Feb 2, 2017;1,622,537.00;1,386,830.25;29,306.00
Feb 2, 2017;Feb 3, 2017;1,615,873.50;1,317,154.75;21,534.75
Feb 3, 2017;Feb 4, 2017;1,574,060.00;1,363,077.50;28,291.25
Feb 4, 2017;Feb 5, 2017;1,354,101.50;1,091,000.50;28,306.00
Feb 5, 2017;Feb 6, 2017;1,242,321.50;1,071,945.25;34,922.25
Feb 6, 2017;Feb 7, 2017;1,567,637.00;1,391,475.50;21,576.25
Feb 7, 2017;Feb 8, 2017;1,626,650.50;1,340,256.25;26,854.00
Feb 8, 2017;Feb 9, 2017;1,628,985.00;1,376,412.00;28,442.00
Feb 9, 2017;Feb 10, 2017;1,638,221.00;1,392,978.00;23,876.00
Feb 10, 2017;Feb 11, 2017;1,629,580.50;1,304,985.25;25,158.00
Feb 11, 2017;Feb 12, 2017;1,389,586.75;1,011,387.50;24,024.75
Feb 12, 2017;Feb 13, 2017;1,281,746.50;897,809.50;34,707.75
Feb 13, 2017;Feb 14, 2017;1,607,320.75;1,180,103.25;24,273.00
Feb 14, 2017;Feb 15, 2017;1,610,666.25;1,287,157.00;24,901.00
Feb 15, 2017;Feb 16, 2017;1,587,081.50;1,379,483.25;23,141.75
Feb 16, 2017;Feb 17, 2017;1,583,331.75;1,211,943.75;25,608.00
Feb 17, 2017;Feb 18, 2017;1,564,808.00;1,270,608.00;25,269.25
Feb 18, 2017;Feb 19, 2017;1,331,260.00;1,142,831.25;23,812.75
Feb 19, 2017;Feb 20, 2017;1,246,304.25;837,718.25;30,204.25
Feb 20, 2017;Feb 21, 2017;1,569,014.50;896,889.00;24,179.75
Feb 21, 2017;Feb 22, 2017;1,574,285.75;951,632.25;24,110.75
Feb 22, 2017;Feb 23, 2017;1,592,311.25;748,285.50;27,744.75
Feb 23, 2017;Feb 24, 2017;1,575,758.25;829,849.25;28,335.75
Feb 24, 2017;Feb 25, 2017;1,534,550.75;923,399.00;29,749.75
Feb 25, 2017;Feb 26, 2017;1,328,360.00;824,953.75;19,290.25
Feb 26, 2017;Feb 27, 2017;1,207,422.50;587,835.00;32,770.25
Feb 27, 2017;Feb 28, 2017;1,471,699.50;836,254.75;28,733.25
Feb 28, 2017;Mar 1, 2017;1,544,725.25;886,960.50;25,613.75
Mar 1, 2017;Mar 2, 2017;1,559,537.50;1,031,534.00;29,195.25
Mar 2, 2017;Mar 3, 2017;1,558,101.00;847,860.75;33,885.25
Mar 3, 2017;Mar 4, 2017;1,514,346.00;1,086,198.00;16,728.75
Mar 4, 2017;Mar 5, 2017;1,274,440.00;922,995.75;17,088.25
Mar 5, 2017;Mar 6, 2017;1,200,738.00;745,917.75;35,528.75
Mar 6, 2017;Mar 7, 2017;1,519,880.50;1,222,214.50;23,201.50
Mar 7, 2017;Mar 8, 2017;1,555,776.00;1,408,344.75;23,667.00
Mar 8, 2017;Mar 9, 2017;1,577,271.75;1,172,249.75;28,843.75
Mar 9, 2017;Mar 10, 2017;1,558,508.00;1,175,615.50;25,536.75
Mar 10, 2017;Mar 11, 2017;1,503,730.00;1,078,013.25;28,320.00
Mar 11, 2017;Mar 12, 2017;1,283,655.25;1,032,159.75;26,223.00
Mar 12, 2017;Mar 13, 2017;1,176,189.75;705,554.00;31,252.75
Mar 13, 2017;Mar 14, 2017;1,474,667.25;1,225,955.25;16,919.75
Mar 14, 2017;Mar 15, 2017;1,507,547.25;1,129,117.25;29,992.00
Mar 15, 2017;Mar 16, 2017;1,495,193.50;1,062,954.00;27,903.75
Mar 16, 2017;Mar 17, 2017;1,482,292.00;1,100,378.50;23,769.75
Mar 17, 2017;Mar 18, 2017;1,476,445.00;864,460.50;26,047.75
Mar 18, 2017;Mar 19, 2017;1,305,311.50;580,196.25;37,989.75
Mar 19, 2017;Mar 20, 2017;1,217,752.25;670,698.25;34,362.75
Mar 20, 2017;Mar 21, 2017;1,485,622.50;880,809.00;24,375.75
Mar 21, 2017;Mar 22, 2017;1,515,210.25;1,013,593.25;20,622.50
Mar 22, 2017;Mar 23, 2017;1,528,492.50;1,267,894.25;26,197.00
Mar 23, 2017;Mar 24, 2017;1,508,632.00;1,201,077.00;26,242.75
Mar 24, 2017;Mar 25, 2017;1,484,296.75;1,208,464.50;19,953.75
Mar 25, 2017;Mar 26, 2017;1,241,001.50;868,609.25;27,313.25
Mar 26, 2017;Mar 27, 2017;1,076,669.00;824,669.50;30,494.50
Mar 27, 2017;Mar 28, 2017;1,436,600.00;1,172,311.75;21,751.75
Mar 28, 2017;Mar 29, 2017;1,459,362.25;1,176,238.00;24,378.75
Mar 29, 2017;Mar 30, 2017;1,468,616.50;992,147.75;24,250.00
Mar 30, 2017;Mar 31, 2017;1,450,695.75;1,108,930.25;25,933.25
Mar 31, 2017;Apr 1, 2017;1,422,424.50;979,950.25;23,262.75
Apr 1, 2017;Apr 2, 2017;1,195,054.25;962,905.25;20,573.75
Apr 2, 2017;Apr 3, 2017;1,086,902.25;841,466.75;29,213.75
Apr 3, 2017;Apr 4, 2017;1,393,491.50;1,212,433.75;22,918.00
Apr 4, 2017;Apr 5, 2017;1,414,351.00;1,250,826.00;25,390.50
Apr 5, 2017;Apr 6, 2017;1,451,565.00;1,043,023.00;22,100.00
Apr 6, 2017;Apr 7, 2017;1,465,416.25;934,171.50;28,573.75
Apr 7, 2017;Apr 8, 2017;1,448,936.25;923,130.25;28,272.75
Apr 8, 2017;Apr 9, 2017;1,207,965.75;997,879.00;16,774.75
Apr 9, 2017;Apr 10, 2017;1,102,061.50;835,685.50;29,290.00
Apr 10, 2017;Apr 11, 2017;1,423,260.75;776,011.50;33,665.25
Apr 11, 2017;Apr 12, 2017;1,449,065.75;946,464.00;20,549.75
Apr 12, 2017;Apr 13, 2017;1,461,880.75;797,231.75;28,351.25
Apr 13, 2017;Apr 14, 2017;1,428,851.25;847,420.50;25,575.00
Apr 14, 2017;Apr 15, 2017;1,141,104.75;753,619.25;23,466.50
Apr 15, 2017;Apr 16, 2017;1,165,573.75;568,818.75;28,149.25
Apr 16, 2017;Apr 17, 2017;1,059,660.75;632,819.25;31,520.25
Apr 17, 2017;Apr 18, 2017;1,078,207.75;778,376.25;29,061.25
Apr 18, 2017;Apr 19, 2017;1,425,765.50;1,036,451.00;20,918.00
Apr 19, 2017;Apr 20, 2017;1,479,442.25;1,179,449.25;21,897.50
Apr 20, 2017;Apr 21, 2017;1,479,428.00;1,192,171.25;22,390.25
Apr 21, 2017;Apr 22, 2017;1,473,374.50;906,509.25;22,402.00
Apr 22, 2017;Apr 23, 2017;1,268,443.75;617,520.25;23,716.25
Apr 23, 2017;Apr 24, 2017;1,161,452.00;621,935.25;31,717.00
Apr 24, 2017;Apr 25, 2017;1,457,233.75;927,745.75;28,404.00
Apr 25, 2017;Apr 26, 2017;1,480,664.00;1,141,089.50;24,643.25
Apr 26, 2017;Apr 27, 2017;1,489,266.50;1,325,722.50;17,645.00
Apr 27, 2017;Apr 28, 2017;1,485,683.50;1,260,218.00;15,876.75
Apr 28, 2017;Apr 29, 2017;1,458,961.75;1,260,501.50;16,264.50
Apr 29, 2017;Apr 30, 2017;1,200,254.00;950,767.25;16,174.50
Apr 30, 2017;May 1, 2017;1,100,540.75;470,561.75;42,747.25
May 1, 2017;May 2, 2017;1,112,032.00;537,846.50;30,408.00
May 2, 2017;May 3, 2017;1,449,892.00;961,163.50;23,422.00
May 3, 2017;May 4, 2017;1,481,550.00;1,054,273.25;19,240.50
May 4, 2017;May 5, 2017;1,498,432.00;1,046,832.00;18,826.25
May 5, 2017;May 6, 2017;1,447,570.25;1,202,046.25;25,093.00
May 6, 2017;May 7, 2017;1,218,287.75;950,495.75;19,566.00
May 7, 2017;May 8, 2017;1,120,749.50;913,814.50;19,168.00
May 8, 2017;May 9, 2017;1,430,854.00;1,098,457.00;18,139.25
May 9, 2017;May 10, 2017;1,425,571.50;1,198,967.50;20,013.00
May 10, 2017;May 11, 2017;1,418,788.25;1,101,659.25;21,996.50
May 11, 2017;May 12, 2017;1,411,919.00;1,037,268.25;18,727.25
May 12, 2017;May 13, 2017;1,403,146.25;1,046,825.50;22,613.75
May 13, 2017;May 14, 2017;1,187,048.50;949,265.25;25,776.75
May 14, 2017;May 15, 2017;1,070,915.25;836,270.75;26,365.75
May 15, 2017;May 16, 2017;1,378,793.50;1,118,391.25;19,912.75
May 16, 2017;May 17, 2017;1,430,398.50;1,125,205.50;20,600.75
May 17, 2017;May 18, 2017;1,433,972.50;1,056,816.75;20,060.50
May 18, 2017;May 19, 2017;1,434,560.00;1,036,400.50;18,876.50
May 19, 2017;May 20, 2017;1,410,535.25;1,090,375.25;23,004.25
May 20, 2017;May 21, 2017;1,184,725.00;837,552.00;25,822.50
May 21, 2017;May 22, 2017;1,070,034.00;802,133.25;34,726.25
May 22, 2017;May 23, 2017;1,368,153.00;1,093,888.25;14,415.00
May 23, 2017;May 24, 2017;1,415,839.75;997,593.25;15,809.75
May 24, 2017;May 25, 2017;1,403,588.25;979,651.25;20,409.75
May 25, 2017;May 26, 2017;1,103,202.25;763,781.00;29,477.00
May 26, 2017;May 27, 2017;1,228,912.75;910,599.50;22,977.00
May 27, 2017;May 28, 2017;1,156,525.50;722,002.75;27,296.75
May 28, 2017;May 29, 2017;1,079,716.75;680,221.50;29,348.25
May 29, 2017;May 30, 2017;1,393,973.75;1,130,928.00;21,747.50
May 30, 2017;May 31, 2017;1,434,801.00;1,075,842.75;24,786.25
May 31, 2017;Jun 1, 2017;1,429,540.75;914,976.75;24,754.00
Jun 1, 2017;Jun 2, 2017;1,398,639.00;1,074,159.00;18,850.00
Jun 2, 2017;Jun 3, 2017;1,383,745.25;1,134,990.00;16,489.50
Jun 3, 2017;Jun 4, 2017;1,172,460.75;904,434.50;15,755.50
Jun 4, 2017;Jun 5, 2017;1,029,996.25;680,504.75;37,838.00
Jun 5, 2017;Jun 6, 2017;1,033,638.75;765,360.00;18,973.25
Jun 6, 2017;Jun 7, 2017;1,372,512.25;815,132.75;24,199.50
Jun 7, 2017;Jun 8, 2017;1,429,468.25;595,358.00;36,779.50
Jun 8, 2017;Jun 9, 2017;1,402,126.00;901,245.00;20,965.75
Jun 9, 2017;Jun 10, 2017;1,397,782.25;988,100.50;22,761.25
Jun 10, 2017;Jun 11, 2017;1,178,109.25;877,704.75;21,478.25
Jun 11, 2017;Jun 12, 2017;1,079,738.00;670,622.00;32,830.25
Jun 12, 2017;Jun 13, 2017;1,411,538.50;747,122.00;30,907.25
Jun 13, 2017;Jun 14, 2017;1,423,391.25;918,657.75;18,752.25
Jun 14, 2017;Jun 15, 2017;1,375,024.00;1,072,213.50;17,768.50
Jun 15, 2017;Jun 16, 2017;1,219,331.75;873,528.50;16,454.75
Jun 16, 2017;Jun 17, 2017;1,320,771.25;686,808.00;29,601.00
Jun 17, 2017;Jun 18, 2017;1,165,404.00;723,001.75;22,598.00
Jun 18, 2017;Jun 19, 2017;1,069,156.75;802,513.25;30,459.50
Jun 19, 2017;Jun 20, 2017;1,386,466.75;1,117,647.50;14,966.00
Jun 20, 2017;Jun 21, 2017;1,436,838.25;1,082,369.50;24,440.75
Jun 21, 2017;Jun 22, 2017;1,424,777.75;1,144,637.00;13,455.50
Jun 22, 2017;Jun 23, 2017;1,450,917.25;1,024,984.75;15,407.75
Jun 23, 2017;Jun 24, 2017;1,436,031.75;832,694.00;23,701.00
Jun 24, 2017;Jun 25, 2017;1,217,204.75;661,156.25;23,077.75
Jun 25, 2017;Jun 26, 2017;1,102,096.75;634,525.25;24,384.00
Jun 26, 2017;Jun 27, 2017;1,391,508.25;974,093.25;17,020.50
Jun 27, 2017;Jun 28, 2017;1,409,199.75;1,174,308.00;15,425.00
Jun 28, 2017;Jun 29, 2017;1,420,885.00;1,011,503.25;18,041.25
Jun 29, 2017;Jun 30, 2017;1,412,884.50;1,131,521.75;20,950.75
Jun 30, 2017;Jul 1, 2017;1,408,837.00;867,925.50;22,602.25
Jul 1, 2017;Jul 2, 2017;1,192,496.50;758,578.50;15,545.75
Jul 2, 2017;Jul 3, 2017;1,084,960.50;662,153.00;27,921.25
Jul 3, 2017;Jul 4, 2017;1,363,750.75;892,887.50;19,696.50
Jul 4, 2017;Jul 5, 2017;1,402,995.25;1,014,961.25;15,006.25
Jul 5, 2017;Jul 6, 2017;1,412,467.00;1,178,706.00;14,644.25
Jul 6, 2017;Jul 7, 2017;1,420,254.00;1,168,640.75;17,371.50
Jul 7, 2017;Jul 8, 2017;1,412,710.75;1,104,570.25;18,369.25
Jul 8, 2017;Jul 9, 2017;1,205,388.00;893,987.25;20,552.50
Jul 9, 2017;Jul 10, 2017;1,086,325.25;862,194.00;14,889.25
Jul 10, 2017;Jul 11, 2017;1,399,031.00;1,186,741.00;14,868.25
Jul 11, 2017;Jul 12, 2017;1,417,698.50;1,091,749.25;19,887.25
Jul 12, 2017;Jul 13, 2017;1,431,333.25;1,022,074.25;22,025.25
Jul 13, 2017;Jul 14, 2017;1,397,837.75;976,488.75;15,619.50
Jul 14, 2017;Jul 15, 2017;1,377,236.00;1,151,884.50;16,245.00
Jul 15, 2017;Jul 16, 2017;1,160,168.75;920,824.75;18,835.50
Jul 16, 2017;Jul 17, 2017;1,066,155.75;755,856.00;21,691.25
Jul 17, 2017;Jul 18, 2017;1,363,486.75;1,087,155.25;13,496.75
Jul 18, 2017;Jul 19, 2017;1,400,384.00;1,119,269.00;18,717.50
Jul 19, 2017;Jul 20, 2017;1,423,882.75;982,427.25;18,735.50
Jul 20, 2017;Jul 21, 2017;1,406,255.75;1,105,500.50;21,425.50
Jul 21, 2017;Jul 22, 2017;1,372,266.50;1,063,157.75;15,120.50
Jul 22, 2017;Jul 23, 2017;1,180,584.00;847,359.25;15,372.75
Jul 23, 2017;Jul 24, 2017;1,056,104.75;695,936.50;30,331.75
Jul 24, 2017;Jul 25, 2017;1,347,048.50;1,174,522.25;14,258.75
Jul 25, 2017;Jul 26, 2017;1,399,315.25;1,048,631.25;19,962.50
Jul 26, 2017;Jul 27, 2017;1,391,781.75;1,049,547.00;13,206.00
Jul 27, 2017;Jul 28, 2017;1,389,447.25;1,101,483.00;20,384.50
Jul 28, 2017;Jul 29, 2017;1,346,045.00;906,810.00;19,023.75
Jul 29, 2017;Jul 30, 2017;1,157,980.25;689,660.25;21,675.75
Jul 30, 2017;Jul 31, 2017;1,072,144.50;555,019.00;28,749.00
Jul 31, 2017;Aug 1, 2017;1,341,043.50;1,029,177.75;13,339.75
Aug 1, 2017;Aug 2, 2017;1,378,627.50;1,116,845.25;18,087.75
Aug 2, 2017;Aug 3, 2017;1,381,101.00;1,118,344.75;14,784.50
Aug 3, 2017;Aug 4, 2017;1,402,934.25;899,409.50;19,111.50
Aug 4, 2017;Aug 5, 2017;1,374,619.50;772,806.00;22,551.25
Aug 5, 2017;Aug 6, 2017;1,148,672.00;760,613.75;16,643.00
Aug 6, 2017;Aug 7, 2017;1,026,511.75;677,841.00;33,139.00
Aug 7, 2017;Aug 8, 2017;1,307,289.50;981,529.25;18,589.75
Aug 8, 2017;Aug 9, 2017;1,366,418.50;981,985.75;14,022.75
Aug 9, 2017;Aug 10, 2017;1,374,594.75;983,365.25;18,081.25
Aug 10, 2017;Aug 11, 2017;1,366,143.25;1,195,248.00;19,344.50
Aug 11, 2017;Aug 12, 2017;1,343,946.25;1,193,977.00;16,033.25
Aug 12, 2017;Aug 13, 2017;1,142,165.50;765,571.00;25,585.50
Aug 13, 2017;Aug 14, 2017;1,027,911.00;762,830.50;22,504.50
Aug 14, 2017;Aug 15, 2017;1,294,488.00;981,957.25;18,930.50
Aug 15, 2017;Aug 16, 2017;1,330,151.50;960,891.00;14,220.00
Aug 16, 2017;Aug 17, 2017;1,365,960.25;1,145,704.75;19,997.50
Aug 17, 2017;Aug 18, 2017;1,384,666.00;1,035,890.00;18,442.00
Aug 18, 2017;Aug 19, 2017;1,373,144.00;1,061,755.50;14,274.00
Aug 19, 2017;Aug 20, 2017;1,150,942.00;649,830.25;31,991.75
Aug 20, 2017;Aug 21, 2017;1,046,545.50;569,913.25;32,099.25
Aug 21, 2017;Aug 22, 2017;1,340,724.50;954,433.75;19,912.50
Aug 22, 2017;Aug 23, 2017;1,352,827.50;1,087,884.00;13,495.00
Aug 23, 2017;Aug 24, 2017;1,353,593.00;1,086,179.50;12,525.25
Aug 24, 2017;Aug 25, 2017;1,378,370.25;1,034,897.50;17,230.25
Aug 25, 2017;Aug 26, 2017;1,360,552.75;1,096,834.50;15,420.25
Aug 26, 2017;Aug 27, 2017;1,155,229.75;957,726.50;16,799.50
Aug 27, 2017;Aug 28, 2017;1,058,742.75;777,073.50;24,070.25
Aug 28, 2017;Aug 29, 2017;1,347,122.50;1,133,086.50;16,232.00
Aug 29, 2017;Aug 30, 2017;1,392,030.75;1,098,475.75;16,166.50
Aug 30, 2017;Aug 31, 2017;1,409,701.25;1,078,127.00;19,150.00
Aug 31, 2017;Sep 1, 2017;1,395,636.00;1,097,214.75;21,099.50
Sep 1, 2017;Sep 2, 2017;1,343,473.50;1,222,270.25;18,987.75
Sep 2, 2017;Sep 3, 2017;1,131,756.00;989,284.00;13,170.25
Sep 3, 2017;Sep 4, 2017;1,037,921.50;873,731.00;25,760.75
Sep 4, 2017;Sep 5, 2017;1,341,252.50;1,096,338.75;16,548.00
Sep 5, 2017;Sep 6, 2017;1,387,971.25;1,148,440.00;20,222.75
Sep 6, 2017;Sep 7, 2017;1,420,780.00;944,967.25;21,805.00
Sep 7, 2017;Sep 8, 2017;1,391,289.25;942,759.50;17,879.50
Sep 8, 2017;Sep 9, 2017;1,413,221.25;820,416.50;27,331.50
Sep 9, 2017;Sep 10, 2017;1,194,369.50;829,601.25;20,443.50
Sep 10, 2017;Sep 11, 2017;1,074,977.75;686,246.75;27,965.75
Sep 11, 2017;Sep 12, 2017;1,402,402.00;719,660.25;31,735.75
Sep 12, 2017;Sep 13, 2017;1,436,837.25;863,727.75;24,873.00
Sep 13, 2017;Sep 14, 2017;1,467,493.00;637,598.75;29,606.75
Sep 14, 2017;Sep 15, 2017;1,458,805.50;748,935.25;36,478.50
Sep 15, 2017;Sep 16, 2017;1,410,921.25;939,199.25;18,653.50
Sep 16, 2017;Sep 17, 2017;1,190,092.50;1,008,311.75;18,084.25
Sep 17, 2017;Sep 18, 2017;1,081,908.75;939,217.75;21,649.75
Sep 18, 2017;Sep 19, 2017;1,390,642.75;1,229,496.75;19,857.75
Sep 19, 2017;Sep 20, 2017;1,421,501.50;1,251,706.50;17,698.25
Sep 20, 2017;Sep 21, 2017;1,426,918.25;1,196,940.00;23,738.75
Sep 21, 2017;Sep 22, 2017;1,413,931.25;1,239,382.00;21,715.25
Sep 22, 2017;Sep 23, 2017;1,395,126.00;1,264,168.00;15,839.75
Sep 23, 2017;Sep 24, 2017;1,192,761.75;1,050,801.00;13,551.50
Sep 24, 2017;Sep 25, 2017;1,098,714.00;961,382.75;17,578.50
Sep 25, 2017;Sep 26, 2017;1,412,033.00;1,217,027.25;21,191.75
Sep 26, 2017;Sep 27, 2017;1,438,397.00;1,199,999.50;22,308.75
Sep 27, 2017;Sep 28, 2017;1,445,357.25;1,194,020.75;22,403.00
Sep 28, 2017;Sep 29, 2017;1,443,722.75;1,223,111.25;24,392.50
Sep 29, 2017;Sep 30, 2017;1,426,917.00;1,159,083.50;23,920.25
Sep 30, 2017;Oct 1, 2017;1,217,713.00;920,258.50;22,997.75
Oct 1, 2017;Oct 2, 2017;1,095,927.50;810,637.75;27,060.00
Oct 2, 2017;Oct 3, 2017;1,329,822.25;701,806.25;26,026.25
Oct 3, 2017;Oct 4, 2017;1,180,575.50;636,688.75;30,085.50
Oct 4, 2017;Oct 5, 2017;1,441,498.00;748,188.75;32,948.75
Oct 5, 2017;Oct 6, 2017;1,484,600.50;668,189.25;25,081.50
Oct 6, 2017;Oct 7, 2017;1,476,292.50;801,720.25;19,642.75
