Start date;End date;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
Aug 24, 2019;Aug 25, 2019;1,132,743.25;763,294.75;25,467.75
Aug 25, 2019;Aug 26, 2019;1,056,819.25;721,357.50;36,026.25
Aug 26, 2019;Aug 27, 2019;1,362,267.00;1,092,273.75;22,698.25
Aug 27, 2019;Aug 28, 2019;1,421,446.25;1,133,669.25;33,502.00
Aug 28, 2019;Aug 29, 2019;1,430,407.75;1,158,569.25;33,636.00
Aug 29, 2019;Aug 30, 2019;1,404,336.00;1,158,136.50;28,295.00
Aug 30, 2019;Aug 31, 2019;1,366,225.25;1,114,677.25;28,430.25
Aug 31, 2019;Sep 1, 2019;1,162,161.75;818,158.00;24,267.00
Sep 1, 2019;Sep 2, 2019;1,071,957.25;668,908.00;40,964.50
Sep 2, 2019;Sep 3, 2019;1,327,201.00;962,794.25;19,637.75
Sep 3, 2019;Sep 4, 2019;1,378,854.50;879,183.00;32,891.50
Sep 4, 2019;Sep 5, 2019;1,373,421.00;882,207.50;29,127.00
Sep 5, 2019;Sep 6, 2019;1,409,526.25;818,930.00;29,880.75
Sep 6, 2019;Sep 7, 2019;1,361,783.75;894,885.25;27,935.25
Sep 7, 2019;Sep 8, 2019;1,141,407.50;935,910.75;20,855.75
Sep 8, 2019;Sep 9, 2019;1,054,518.00;924,669.25;29,370.00
Sep 9, 2019;Sep 10, 2019;1,345,338.50;1,164,039.75;26,764.00
Sep 10, 2019;Sep 11, 2019;1,390,743.25;929,501.25;26,423.00
Sep 11, 2019;Sep 12, 2019;1,409,536.75;891,016.25;27,937.25
Sep 12, 2019;Sep 13, 2019;1,407,702.75;974,256.00;23,540.75
Sep 13, 2019;Sep 14, 2019;1,401,072.25;925,889.50;26,781.75
Sep 14, 2019;Sep 15, 2019;1,158,039.50;866,607.75;21,215.75
Sep 15, 2019;Sep 16, 2019;1,109,685.00;509,078.75;46,218.00
Sep 16, 2019;Sep 17, 2019;1,378,559.50;1,078,480.75;12,385.50
Sep 17, 2019;Sep 18, 2019;1,446,150.50;759,727.75;35,743.00
Sep 18, 2019;Sep 19, 2019;1,422,452.25;792,534.75;31,761.50
Sep 19, 2019;Sep 20, 2019;1,383,852.00;1,011,185.25;18,428.25
Sep 20, 2019;Sep 21, 2019;1,359,178.75;1,071,524.50;21,352.50
Sep 21, 2019;Sep 22, 2019;1,151,972.00;795,758.75;26,516.50
Sep 22, 2019;Sep 23, 2019;1,070,983.00;675,930.00;35,158.00
Sep 23, 2019;Sep 24, 2019;1,390,845.00;1,121,652.75;17,845.00
Sep 24, 2019;Sep 25, 2019;1,402,773.00;1,173,143.75;27,131.00
Sep 25, 2019;Sep 26, 2019;1,406,429.50;1,165,633.00;27,283.00
Sep 26, 2019;Sep 27, 2019;1,428,329.25;1,097,486.25;23,250.50
Sep 27, 2019;Sep 28, 2019;1,412,532.75;960,056.00;23,232.50
Sep 28, 2019;Sep 29, 2019;1,215,256.25;452,092.25;39,539.25
Sep 29, 2019;Sep 30, 2019;1,144,073.25;363,802.50;46,890.00
Sep 30, 2019;Oct 1, 2019;1,445,605.00;559,654.00;36,918.75
Oct 1, 2019;Oct 2, 2019;1,449,526.50;950,880.00;25,975.75
Oct 2, 2019;Oct 3, 2019;1,432,344.75;908,908.25;34,439.50
Oct 3, 2019;Oct 4, 2019;1,146,045.00;788,064.75;27,858.25
Oct 4, 2019;Oct 5, 2019;1,266,766.00;940,307.50;25,536.50
Oct 5, 2019;Oct 6, 2019;1,186,621.25;799,772.00;29,449.75
Oct 6, 2019;Oct 7, 2019;1,122,746.75;702,936.00;37,241.00
Oct 7, 2019;Oct 8, 2019;1,392,578.00;1,103,875.75;20,052.75
Oct 8, 2019;Oct 9, 2019;1,468,772.50;889,318.00;28,140.25
Oct 9, 2019;Oct 10, 2019;1,469,691.50;855,316.50;27,166.75
Oct 10, 2019;Oct 11, 2019;1,483,248.50;741,675.50;32,708.00
Oct 11, 2019;Oct 12, 2019;1,493,783.75;586,066.25;37,583.00
Oct 12, 2019;Oct 13, 2019;1,249,982.50;533,291.50;40,504.25
Oct 13, 2019;Oct 14, 2019;1,123,113.50;570,674.75;33,326.25
Oct 14, 2019;Oct 15, 2019;1,413,059.25;944,135.00;23,222.25
Oct 15, 2019;Oct 16, 2019;1,452,183.75;1,124,140.75;24,451.75
Oct 16, 2019;Oct 17, 2019;1,469,907.50;979,511.25;32,682.50
Oct 17, 2019;Oct 18, 2019;1,459,457.00;1,056,537.75;25,825.75
Oct 18, 2019;Oct 19, 2019;1,454,836.75;856,580.75;28,196.25
Oct 19, 2019;Oct 20, 2019;1,246,558.00;731,928.00;23,269.00
Oct 20, 2019;Oct 21, 2019;1,109,418.00;887,564.50;24,548.50
Oct 21, 2019;Oct 22, 2019;1,408,883.75;1,172,128.00;31,360.00
Oct 22, 2019;Oct 23, 2019;1,443,680.50;1,205,251.25;36,643.00
Oct 23, 2019;Oct 24, 2019;1,443,132.75;1,212,136.25;30,802.75
Oct 24, 2019;Oct 25, 2019;1,456,875.25;1,129,770.00;31,587.50
Oct 25, 2019;Oct 26, 2019;1,454,347.50;847,414.50;31,215.50
Oct 26, 2019;Oct 27, 2019;1,279,345.00;469,493.75;36,918.50
Oct 27, 2019;Oct 28, 2019;1,225,305.75;540,704.75;33,425.50
Oct 28, 2019;Oct 29, 2019;1,451,120.50;1,092,218.25;28,740.00
Oct 29, 2019;Oct 30, 2019;1,473,848.50;1,281,567.50;27,139.00
Oct 30, 2019;Oct 31, 2019;1,466,933.75;1,263,000.00;28,813.25
Oct 31, 2019;Nov 1, 2019;1,378,336.00;1,092,901.25;27,319.50
Nov 1, 2019;Nov 2, 2019;1,268,092.00;805,389.50;14,371.00
Nov 2, 2019;Nov 3, 2019;1,224,070.50;586,553.25;38,196.00
Nov 3, 2019;Nov 4, 2019;1,128,963.25;789,166.75;38,809.75
Nov 4, 2019;Nov 5, 2019;1,428,774.75;1,117,387.00;30,661.50
Nov 5, 2019;Nov 6, 2019;1,481,827.75;1,228,457.25;27,489.50
Nov 6, 2019;Nov 7, 2019;1,491,698.75;1,349,382.25;27,650.00
Nov 7, 2019;Nov 8, 2019;1,509,018.00;1,171,690.00;31,138.75
Nov 8, 2019;Nov 9, 2019;1,473,112.75;1,285,377.75;24,388.25
Nov 9, 2019;Nov 10, 2019;1,270,911.75;1,080,604.25;23,334.25
Nov 10, 2019;Nov 11, 2019;1,187,107.75;990,608.00;25,462.00
Nov 11, 2019;Nov 12, 2019;1,525,379.00;1,071,267.50;24,557.75
Nov 12, 2019;Nov 13, 2019;1,566,387.50;1,002,337.25;33,118.50
Nov 13, 2019;Nov 14, 2019;1,529,887.75;1,139,475.00;27,689.50
Nov 14, 2019;Nov 15, 2019;1,519,779.75;1,111,849.75;26,732.75
Nov 15, 2019;Nov 16, 2019;1,536,482.25;1,018,145.50;25,908.75
Nov 16, 2019;Nov 17, 2019;1,316,943.50;965,949.25;26,462.75
Nov 17, 2019;Nov 18, 2019;1,230,224.00;907,550.75;30,167.00
Nov 18, 2019;Nov 19, 2019;1,532,179.25;1,108,915.00;32,184.25
Nov 19, 2019;Nov 20, 2019;1,584,000.00;1,134,492.25;31,467.75
Nov 20, 2019;Nov 21, 2019;1,525,568.50;1,467,292.50;26,317.50
Nov 21, 2019;Nov 22, 2019;1,541,151.75;1,391,676.25;28,142.25
Nov 22, 2019;Nov 23, 2019;1,531,973.50;1,230,867.50;24,122.75
Nov 23, 2019;Nov 24, 2019;1,336,730.50;668,329.25;36,024.50
Nov 24, 2019;Nov 25, 2019;1,213,350.00;864,603.25;20,030.75
Nov 25, 2019;Nov 26, 2019;1,496,715.75;1,421,967.75;22,703.25
Nov 26, 2019;Nov 27, 2019;1,545,751.25;1,295,438.75;24,698.50
Nov 27, 2019;Nov 28, 2019;1,587,324.00;1,041,492.50;25,222.25
Nov 28, 2019;Nov 29, 2019;1,597,619.50;716,650.00;38,420.00
Nov 29, 2019;Nov 30, 2019;1,544,655.00;875,695.25;29,883.75
Nov 30, 2019;Dec 1, 2019;1,290,334.75;1,039,355.25;25,168.00
Dec 1, 2019;Dec 2, 2019;1,230,070.00;1,075,871.75;26,945.00
Dec 2, 2019;Dec 3, 2019;1,496,010.00;1,120,142.00;27,413.75
Dec 3, 2019;Dec 4, 2019;1,571,776.50;1,269,863.00;29,557.75
Dec 4, 2019;Dec 5, 2019;1,580,502.00;1,231,590.00;25,043.25
Dec 5, 2019;Dec 6, 2019;1,611,915.50;1,145,653.00;24,154.75
Dec 6, 2019;Dec 7, 2019;1,620,495.75;742,331.00;30,454.00
Dec 7, 2019;Dec 8, 2019;1,379,209.50;508,705.00;39,678.00
Dec 8, 2019;Dec 9, 2019;1,292,556.75;355,814.25;49,571.25
Dec 9, 2019;Dec 10, 2019;1,558,017.50;775,994.25;32,559.75
Dec 10, 2019;Dec 11, 2019;1,589,590.00;997,095.25;36,845.75
Dec 11, 2019;Dec 12, 2019;1,611,693.25;1,130,113.25;30,664.25
Dec 12, 2019;Dec 13, 2019;1,582,509.50;1,179,860.75;31,341.75
Dec 13, 2019;Dec 14, 2019;1,561,002.25;977,681.00;31,586.00
Dec 14, 2019;Dec 15, 2019;1,361,669.25;508,463.25;29,960.75
Dec 15, 2019;Dec 16, 2019;1,281,929.75;391,561.25;49,297.25
Dec 16, 2019;Dec 17, 2019;1,493,799.25;1,007,702.00;20,709.50
Dec 17, 2019;Dec 18, 2019;1,494,454.25;932,958.75;37,414.50
Dec 18, 2019;Dec 19, 2019;1,482,837.25;1,030,096.00;33,569.75
Dec 19, 2019;Dec 20, 2019;1,462,562.50;864,702.75;35,888.75
Dec 20, 2019;Dec 21, 2019;1,392,270.25;713,058.50;35,331.00
Dec 21, 2019;Dec 22, 2019;1,225,236.25;756,944.75;32,206.75
Dec 22, 2019;Dec 23, 2019;1,159,607.00;726,588.00;37,733.00
Dec 23, 2019;Dec 24, 2019;1,250,114.50;623,112.25;39,739.00
Dec 24, 2019;Dec 25, 2019;1,136,307.50;650,164.75;38,620.25
Dec 25, 2019;Dec 26, 2019;1,064,150.00;750,226.75;34,609.50
Dec 26, 2019;Dec 27, 2019;1,060,206.25;893,807.75;32,206.25
Dec 27, 2019;Dec 28, 2019;1,172,396.25;1,004,565.50;31,619.50
Dec 28, 2019;Dec 29, 2019;1,154,866.50;965,661.50;26,527.25
Dec 29, 2019;Dec 30, 2019;1,124,221.75;728,573.00;29,837.75
Dec 30, 2019;Dec 31, 2019;1,248,096.50;528,998.50;36,359.25
Dec 31, 2019;Jan 1, 2020;1,167,935.75;682,305.00;37,915.25
Jan 1, 2020;Jan 2, 2020;1,090,315.75;821,839.50;34,132.25
